Código CNO;Nombre CNO;Código DEN C.N.O.;Nombre DENOM C.N.O.;Código CUOC;Nombre CUOC;Código DEN CUOC;Nombre DENOM CUOC
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.016;Operario tolvas minería subterránea;81.112.018;Operador de tolvas en minería;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.017;Operario trituración minería subterránea;81.112.021;Operador de trituración en minería;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.018;Operario vehículo transporte de explosivos minería subterránea;75.420.012;Operario de vehículo de transporte de explosivos de minería subterránea;75420;Dinamiteros y pegadores
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.021;Trabajador construcción minas;81.112.027;Trabajador de construcción en minas;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.022;Trabajador mantenimiento de carrileras minería subterránea;93.111.023;Trabajador de mantenimiento de carrileras de minería subterránea;93111;Obreros y peones de minas y canteras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.023;Trabajador transporte de materiales minería subterránea;81.112.028;Trabajador de transporte de materiales en minería subterránea;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.024;Trasladador transportadora de mineral minería subterránea;81.112.020;Operador de transportadora de mineral en minería subterránea;81112;Operadores de servicios e instalaciones mineras
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.009;Cuñero servicios a pozos de petróleo;81.136.002;Cuñero de servicios a pozos de petróleo;81136;Operadores torres de perforación de pozos hidrocarburos
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.010;Maquinista industria petrolera;83.430.002;Maquinista petróleo y gas;83430;Operadores de grúas, aparatos elevadores y afines
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.019;Operador flush by (field services) servicios a pozo de petróleo (Res. 216/2016);31.171.015;Operador flush by (field services) servicios a pozo de petróleo;31171;Técnicos de minas y metalurgia
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.025;Operador servicios a pozos de petróleo;81.133.012;Operador de mezcla de servicios de pozos de petróleo;81133;Operadores de servicios en perforación de petróleo y gas
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.028;Operario taller servicios a pozo de petróleo;81.133.017;Operador de taller servicios a pozo de petróleo;81133;Operadores de servicios en perforación de petróleo y gas
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.029;Operario apoyo y servicios en perforación de petróleo y gas;81.133.003;Operador de apoyo y servicios en perforación de petróleo y gas;81133;Operadores de servicios en perforación de petróleo y gas
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.030;Profesional especialista en bombeo electrosumergible industria petrolera;81.133.005;Operador de bombeo electrosumergible industria petrolera;81133;Operadores de servicios en perforación de petróleo y gas
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.032;Profesional planeador y programador de obra;31.213.014;Programador de obra petróleo y gas;31213;Supervisores y analistas de producción de hidrocarburos
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.034;Técnico bombas industria petrolera;81.133.004;Operador de bombas industria petrolera;81133;Operadores de servicios en perforación de petróleo y gas
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.035;Técnico campo down hole industria petrolera;81.133.006;Operador de campo down hole industria petrolera;81133;Operadores de servicios en perforación de petróleo y gas
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.036;Operador de estimulación y/o fractura (Res. 216/2016);31.171.014;Operador de estimulación y/o fractura de petróleo;31171;Técnicos de minas y metalurgia
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.040;Obrero de patio (O&G) (Res. 2616/2016);93.112.023;Obrero de patio de industria de petróleo y gas;93112;Obreros y ayudantes de producción en pozos de petróleo y gas
7312;Operarios de Apoyo y Servicios en Perforación de Petróleo y Gas;D-7312.041;Obrero recogemuestras (O&G) (Res. 2616/2016);81.133.022;Recogemuestras petróleo y gas;81133;Operadores de servicios en perforación de petróleo y gas
7313;Mineros de Producción Bajo Tierra;D-7313.002;Minero avance;81.111.003;Minero de avance;81111;Mineros y canteros
7313;Mineros de Producción Bajo Tierra;D-7313.003;Minero galería;81.111.004;Minero de galería;81111;Mineros y canteros
7313;Mineros de Producción Bajo Tierra;D-7313.004;Minero socavón;81.111.006;Minero de socavón;81111;Mineros y canteros
7313;Mineros de Producción Bajo Tierra;D-7313.005;Minero subsuelo;81.111.007;Minero de subsuelo;81111;Mineros y canteros
7313;Mineros de Producción Bajo Tierra;D-7313.006;Minero superficie;81.111.008;Minero de superficie;81111;Mineros y canteros
7313;Mineros de Producción Bajo Tierra;D-7313.007;Operador de equipo arrastre minería subterránea;81.113.004;Operador de equipo de arrastre en minería subterránea;81113;Operadores de equipo pesado de minería
7313;Mineros de Producción Bajo Tierra;D-7313.008;Operador de máquina cortadora minería subterránea;81.113.007;Operador de máquina cortadora en minería subterránea;81113;Operadores de equipo pesado de minería
7313;Mineros de Producción Bajo Tierra;D-7313.009;Operador de máquina minería subterránea;81.113.009;Operador de máquina de minería subterránea;81113;Operadores de equipo pesado de minería
7313;Mineros de Producción Bajo Tierra;D-7313.010;Operador de máquina perforadora minería subterránea;81.113.013;Operador de máquina perforadora en minería subterránea;81113;Operadores de equipo pesado de minería
7313;Mineros de Producción Bajo Tierra;D-7313.012;Operador perforador jumbo minería subterránea;81.113.017;Operador de perforadora jumbo en minería subterránea;81113;Operadores de equipo pesado de minería
7313;Mineros de Producción Bajo Tierra;D-7313.013;Operario perforación minería subterránea;81.111.010;Operador de perforación minería subterránea;81111;Mineros y canteros
7313;Mineros de Producción Bajo Tierra;D-7313.014;Operario sistema descargue minerales;81.112.015;Operador de sistema descargue minerales;81112;Operadores de servicios e instalaciones mineras
7313;Mineros de Producción Bajo Tierra;D-7313.015;Operario voladura minería subterránea;75.420.015;Operario de voladura de minería subterránea;75420;Dinamiteros y pegadores
7313;Mineros de Producción Bajo Tierra;D-7313.016;Mineros de producción bajo tierra;81.111.005;Minero de producción bajo tierra;81111;Mineros y canteros
7314;Perforadores de Pozos de Gas y Petróleo y Trabajadores Relacionados;D-7314.002;Asistente perforación de petróleo y gas;31.213.002;Asistente de perforación de petróleo y gas;31213;Supervisores y analistas de producción de hidrocarburos
7314;Perforadores de Pozos de Gas y Petróleo y Trabajadores Relacionados;D-7314.004;Manilero perforación petróleo y gas;81.131.006;Manilero de perforación de petróleo y gas;81131;Perforadores de pozos de gas y petróleo
7314;Perforadores de Pozos de Gas y Petróleo y Trabajadores Relacionados;D-7314.005;Operador perforadora de percusión pozos de petróleo y gas;81.131.008;Operador de perforadora de percusión de pozos de petróleo y gas;81131;Perforadores de pozos de gas y petróleo
7314;Perforadores de Pozos de Gas y Petróleo y Trabajadores Relacionados;D-7314.007;Operador producción petróleo y gas;81.134.004;Operador de producción de petróleo y gas;81134;Operadores de producción de hidrocarburos
7314;Perforadores de Pozos de Gas y Petróleo y Trabajadores Relacionados;D-7314.008;Operador prueba de pozo perforación de petróleo y gas;81.131.010;Operador de prueba de pozo de perforación de petróleo y gas;81131;Perforadores de pozos de gas y petróleo
7314;Perforadores de Pozos de Gas y Petróleo y Trabajadores Relacionados;D-7314.009;Operador torre de perforación petróleo y gas;81.136.007;Operador de torre de perforación de petróleo y gas;81136;Operadores torres de perforación de pozos hidrocarburos
7314;Perforadores de Pozos de Gas y Petróleo y Trabajadores Relacionados;D-7314.010;Operador tren de sondeo pozos de petróleo y gas;81.131.011;Operador de tren de sondeo de pozos de petróleo y gas;81131;Perforadores de pozos de gas y petróleo
7314;Perforadores de Pozos de Gas y Petróleo y Trabajadores Relacionados;D-7314.012;Perforador sondista pozos petróleo y gas;81.131.018;Perforador sondistas de pozos de gas y petróleo;81131;Perforadores de pozos de gas y petróleo
7314;Perforadores de Pozos de Gas y Petróleo y Trabajadores Relacionados;D-7314.014;Taladrero perforación petróleo y gas;81.131.022;Taladrero de perforación de petróleo y gas;81131;Perforadores de pozos de gas y petróleo
7314;Perforadores de Pozos de Gas y Petróleo y Trabajadores Relacionados;D-7314.017;Perforador (Res. 2616/2016);81.131.014;Perforador de pozos de petróleo;81131;Perforadores de pozos de gas y petróleo
7315;Inspectores de Construcción de Oleoductos y Gasoductos;D-7315.001;Inspector instalación tuberías;31.231.015;Inspector de instalación de tuberías;31231;Supervisores de la construcción, maestros generales de obra, instalación y reparación
7316;Operadores de Equipo Minero;D-7316.001;Operador camión minero;81.113.001;Operador de camión minero;81113;Operadores de equipo pesado de minería
7317;Operadores de producción de hidrocarburos ;D-7317.007;Operador de well testing;81.134.005;Operador de well testing/ facilidades de producción básico;81134;Operadores de producción de hidrocarburos
7318;Operarios de servicios a pozos de hidrocarburos;D-7318.007;Auxiliar/ técnico coiled tubing, cementación, estimulación y/o fractura;93.112.006;Auxiliar técnico coiled tubing, cementación, estimulación y/o fractura;93112;Obreros y ayudantes de producción en pozos de petróleo y gas
7318;Operarios de servicios a pozos de hidrocarburos;D-7318.008;Auxiliar/ técnico de campo de slick line;93.112.007;Auxiliar técnico de campo de slick line;93112;Obreros y ayudantes de producción en pozos de petróleo y gas
7318;Operarios de servicios a pozos de hidrocarburos;D-7318.015;Operador dst (presión);81.135.009;Operador DST (drill stem test);81135;Operadores de servicios a pozos de hidrocarburos
7319;Operarios torres de perforación de hidrocarburos;D-7319.001;Cuñero (perforación o workover) (Res. 2616/2016);81.136.001;Cuñero (perforación o workover);81136;Operadores torres de perforación de pozos hidrocarburos
7319;Operarios torres de perforación de hidrocarburos;D-7319.002;Encuellador perforación (Res. 2616/ 2016);81.136.004;Encuellador perforación;81136;Operadores torres de perforación de pozos hidrocarburos
7319;Operarios torres de perforación de hidrocarburos;D-7319.003;Encuellador workover (Res. 2616/2016);81.136.005;Encuellador workover;81136;Operadores torres de perforación de pozos hidrocarburos
7321;Trabajadores de Explotación Forestal;D-7321.001;Aserrador explotación forestal;62.101.001;Aserrador de explotación forestal;62101;Trabajadores calificados de explotación forestal
7321;Trabajadores de Explotación Forestal;D-7321.003;Aserrador monte;62.101.002;Aserrador de monte;62101;Trabajadores calificados de explotación forestal
7321;Trabajadores de Explotación Forestal;D-7321.005;Balsero transporte de troncos;62.101.005;Balsero de transporte de troncos;62101;Trabajadores calificados de explotación forestal
7321;Trabajadores de Explotación Forestal;D-7321.006;Clasificador troncos;62.101.008;Clasificador de troncos;62101;Trabajadores calificados de explotación forestal
7321;Trabajadores de Explotación Forestal;D-7321.007;Escuadrador troncos;62.101.010;Escuadrador de troncos;62101;Trabajadores calificados de explotación forestal
7321;Trabajadores de Explotación Forestal;D-7321.009;Ganchero explotación forestal;62.101.012;Ganchero de explotación forestal;62101;Trabajadores calificados de explotación forestal
7321;Trabajadores de Explotación Forestal;D-7321.011;Operador maquinaria explotación forestal;83.410.012;Operador de maquinaria de explotación forestal;83410;Operadores de maquinaria agrícola y forestal móvil
7321;Trabajadores de Explotación Forestal;D-7321.012;Operador sierra de cadena explotación forestal;62.101.014;Operador de sierra de cadena para explotación forestal;62101;Trabajadores calificados de explotación forestal
7321;Trabajadores de Explotación Forestal;D-7321.015;Trozador explotación forestal;62.101.021;Trozador de explotación forestal;62101;Trabajadores calificados de explotación forestal
