Código CNO;Nombre CNO;Código DEN C.N.O.;Nombre DENOM CON;NombreDENOMCON1;Código CUOC;NombreCUOC;NombreCUOC1;Código DEN CUOC;Nombre DENOM CUOC;;;;;;;;
8323;Instaladores de Redes de Energía Eléctrica;D-8323.012;Instalador de líneas energía eléctrica;Instalador de lineas energia electrica;74.130.003;Instalador de líneas de energía eléctrica;Instalador de lineas de energia electrica;74130;Instaladores y reparadores de líneas eléctricas;;;;;;;;
8323;Instaladores de Redes de Energía Eléctrica;D-8323.015;Liniero de redes energía;Liniero de redes energia;72.152.016;Liniero de redes de energía;Liniero de redes de energia;72152;Instaladores y empalmadores de cables;;;;;;;;
8323;Instaladores de Redes de Energía Eléctrica;D-8323.016;Reparador de cables y sistemas de energía eléctrica;Reparador de cables y sistemas de energia electrica;74.130.008;Reparador de cable de sistema de energía eléctrica;Reparador de cable de sistema de energia electrica;74130;Instaladores y reparadores de líneas eléctricas;;;;;;;;
8323;Instaladores de Redes de Energía Eléctrica;D-8323.017;Liniero eléctrico (Res. 2616/2016);Liniero electrico (Res. 2616/2016);72.152.017;Liniero eléctrico;Liniero electrico;72152;Instaladores y empalmadores de cables;;;;;;;;
8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;D-8324.004;Empalmador de cables de teléfono;Empalmador de cables de telefono;74.221.007;Empalmador de cable de teléfonos;Empalmador de cable de telefonos;74221;Técnicos instaladores de redes y líneas de telecomunicaciones;;;;;;;;
8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;D-8324.006;Instalador de cables de teléfono;Instalador de cables de telefono;74.221.011;Instalador de cable teléfonos;Instalador de cable telefonos;74221;Técnicos instaladores de redes y líneas de telecomunicaciones;;;;;;;;
8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;D-8324.011;Instalador de sistemas de telecomunicaciones;Instalador de sistemas de telecomunicaciones;74.221.018;Instalador de sistemas de telecomunicación;Instalador de sistemas de telecomunicacion;74221;Técnicos instaladores de redes y líneas de telecomunicaciones;;;;;;;;
8325;Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de Telecomunicaciones;D-8325.003;Instalador de equipos de telecomunicaciones;Instalador de equipos de telecomunicaciones;74.222.013;Instalador de equipo de telecomunicaciones;Instalador de equipo de telecomunicaciones;74222;Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de telecomunicaciones;;;;;;;;
8325;Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de Telecomunicaciones;D-8325.015;Reparador o instalador de equipo telefónico;Reparador o instalador de equipo telefonico;74.222.038;Reparador instalador de equipo telefónico;Reparador instalador de equipo telefonico;74222;Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de telecomunicaciones;;;;;;;;
8325;Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de Telecomunicaciones;D-8325.017;Liniero de telecomunicaciones,;Liniero de telecomunicaciones,;74.222.020;Liniero de telecomunicaciones;Liniero de telecomunicaciones;74222;Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de telecomunicaciones;;;;;;;;
8325;Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de Telecomunicaciones;D-8325.020;Auxiliar de conexiones;Auxiliar de conexiones;74.222.007;Auxiliar técnico de conexiones;Auxiliar tecnico de conexiones;74222;Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de telecomunicaciones;;;;;;;;
8331;Oficiales fontaneros y plomeros;D-8331.021;Oficial de instalación de acueducto;Oficial de instalacion de acueducto;71.264.001;Instalador de redes de acueducto y alcantarillado;Instalador de redes de acueducto y alcantarillado;71264;Operarios de mantenimiento de redes de abastecimiento de agua y gas;;;;;;;;
8331;Oficiales fontaneros y plomeros;D-8331.022;Oficial de instalación de alcantarillado;Oficial de instalacion de alcantarillado;Sin clasificación en CUOC 2023;;;;;;;;;;;;
8333;Instaladores de Redes y Equipos a Gas;D-8333.011;Gasfitero instalador de tuberías;Gasfitero instalador de tuberias;71.263.001;Gasfitero e instalador de tuberías;Gasfitero e instalador de tuberias;71263;Instaladores de redes y equipos a gas;;;;;;;;
8341;Chapistas, Caldereros y Paileros;D-8341.003;Calderero de cobre;Calderero de cobre;72.131.003;Calderero en cobre;Calderero en cobre;72131;Chapistas y caldereros;;;;;;;;
8341;Chapistas, Caldereros y Paileros;D-8341.013;Trabajador de metal en lámina;Trabajador de metal en lamina;72.131.011;Trabajador de metal de lámina;Trabajador de metal de lamina;72131;Chapistas y caldereros;;;;;;;;
8342;Soldadores;D-8342.018;Soldador por acetileno;Soldador por acetileno;72.120.022;Soldador con acetileno;Soldador con acetileno;72120;Soldadores y oxicortadores;;;;;;;;
8342;Soldadores;D-8342.022;Soldador por autógena;Soldador por autogena;72.120.023;Soldador con autógena;Soldador con autogena;72120;Soldadores y oxicortadores;;;;;;;;
8342;Soldadores;D-8342.025;Soldador por proceso fcaw;Soldador por proceso fcaw;72.120.050;Soldador por proceso FCAW (flux cored arc welding);Soldador por proceso FCAW (flux cored arc welding);72120;Soldadores y oxicortadores;;;;;;;;
8342;Soldadores;D-8342.026;Soldador por proceso gtaw;Soldador por proceso gtaw;72.120.051;Soldador por proceso GTAW (gas tungsten arc welding);Soldador por proceso GTAW (gas tungsten arc welding);72120;Soldadores y oxicortadores;;;;;;;;
8342;Soldadores;D-8342.027;Soldador por proceso mig mag;Soldador por proceso mig mag;72.120.052;Soldador por proceso MIG/MAG (metal inert gas/metal active gas);Soldador por proceso MIG/MAG (metal inert gas/metal active gas);72120;Soldadores y oxicortadores;;;;;;;;
8342;Soldadores;D-8342.028;Soldador por proceso smaw;Soldador por proceso smaw;72.120.053;Soldador por proceso SMAW (shield metal arc welding);Soldador por proceso SMAW (shield metal arc welding);72120;Soldadores y oxicortadores;;;;;;;;
8342;Soldadores;D-8342.029;Soldador tig;Soldador tig;72.120.061;Soldador TIG (tungsten inert gas);Soldador TIG (tungsten inert gas);72120;Soldadores y oxicortadores;;;;;;;;
8343;Montadores de Estructuras Metálicas;D-8343.001;Ajustador o ensamblador de estructuras metálicas;Ajustador o ensamblador de estructuras metalicas;72.140.001;Ajustador ensamblador de estructuras metálicas;Ajustador ensamblador de estructuras metalicas;72140;Montadores de estructuras metálicas;;;;;;;;
8343;Montadores de Estructuras Metálicas;D-8343.003;Aparejador de aparatos de elevación en construcción;Aparejador de aparatos de elevacion en construccion;72.151.002;Aparejador de aparatos de elevación para construcción;Aparejador de aparatos de elevacion para construccion;72151;Aparejadores;;;;;;;;
8343;Montadores de Estructuras Metálicas;D-8343.007;Armador o ensamblador de estructuras metálicas;Armador o ensamblador de estructuras metalicas;72.140.005;Armador ensamblador de estructuras metálicas;Armador ensamblador de estructuras metalicas;72140;Montadores de estructuras metálicas;;;;;;;;
8343;Montadores de Estructuras Metálicas;D-8343.008;Ayudante técnico armador de estructuras metálicas;Ayudante tecnico armador de estructuras metalicas;72.140.007;Ayudante o técnico armador de estructuras metálicas;Ayudante o tecnico armador de estructuras metalicas;72140;Montadores de estructuras metálicas;;;;;;;;
8343;Montadores de Estructuras Metálicas;D-8343.009;Ayudante técnico de andamios;Ayudante tecnico de andamios;71.190.004;Ayudante o técnico de andamios;Ayudante o tecnico de andamios;71190;Oficiales y operarios de la construcción de obra gruesa y afines no clasificados en otras ocupaciones;;;;;;;;
8343;Montadores de Estructuras Metálicas;D-8343.011;Instalador o ensamblador de estructuras metálicas;Instalador o ensamblador de estructuras metalicas;72.140.010;Instalador ensamblador de estructuras metálicas;Instalador ensamblador de estructuras metalicas;72140;Montadores de estructuras metálicas;;;;;;;;
8343;Montadores de Estructuras Metálicas;D-8343.013;Montador de cables para puentes colgantes;Montador de cables para puentes colgantes;72.151.011;Montador de cables de puentes colgantes;Montador de cables de puentes colgantes;72151;Aparejadores;;;;;;;;
8343;Montadores de Estructuras Metálicas;D-8343.023;Montador y armador (Res. 2616/2016);Montador y armador (Res. 2616/2016);72.140.015;Montador y armador;Montador y armador;72140;Montadores de estructuras metálicas;;;;;;;;
8344;Ornamentistas, forjadores y herreros;D-8344.005;Forjador de herramientas;Forjador de herramientas;72.210.003;Forjador con herramientas;Forjador con herramientas;72210;Herreros y forjadores;;;;;;;;
8344;Ornamentistas, forjadores y herreros;D-8344.006;Forjador de martillo;Forjador de martillo;72.210.004;Forjador con martillo;Forjador con martillo;72210;Herreros y forjadores;;;;;;;;
8344;Ornamentistas, forjadores y herreros;D-8344.008;Forjador de prensa;Forjador de prensa;72.210.005;Forjador con prensa;Forjador con prensa;72210;Herreros y forjadores;;;;;;;;
8351;Carpinteros;D-8351.005;Carpintero de acabados;Carpintero de acabados;71.150.006;Carpintero de acabado;Carpintero de acabado;71150;Carpinteros de armar y de obra blanca;;;;;;;;
8351;Carpinteros;D-8351.007;Carpintero de astillero;Carpintero de astillero;71.150.003;Carpintero astillero;Carpintero astillero;71150;Carpinteros de armar y de obra blanca;;;;;;;;
8351;Carpinteros;D-8351.009;Carpintero de banco o taller;Carpintero de banco o taller;71.150.011;Carpintero de banco de taller;Carpintero de banco de taller;71150;Carpinteros de armar y de obra blanca;;;;;;;;
8352;Ebanistas;D-8352.008;Trazador en ebanistería;Trazador en ebanisteria;75.220.020;Trazador de ebanistería;Trazador de ebanisteria;75220;Ebanistas y carpinteros (excluye carpinteros de armar y de obra blanca);;;;;;;;
8361;Oficiales de Construcción;D-8361.005;Albañil mampostero de construcción;Albañil mampostero de construccion;71.120.007;Albañil mampostero en construcción;Albañil mampostero en construccion;71120;Albañiles y oficiales de construcción;;;;;;;;
8361;Oficiales de Construcción;D-8361.011;Mampostero en construcción;Mampostero en construccion;71.120.012;Mampostero de construcción;Mampostero de construccion;71120;Albañiles y oficiales de construcción;;;;;;;;
8362;Trabajadores en Concreto, Hormigón y Enfoscado;D-8362.006;Operador de mezcladora de cemento;Operador de mezcladora de cemento;71.140.010;Operario mezcladora de cemento;Operario mezcladora de cemento;71140;Operarios en cemento armado, enfoscadores y afines;;;;;1;;;
8362;Trabajadores en Concreto, Hormigón y Enfoscado;D-8362.007;Operario de curado del hormigón;Operario de curado del hormigon;71.140.008;Operario de curado de hormigón;Operario de curado de hormigon;71140;Operarios en cemento armado, enfoscadores y afines;;;;;;;;
8363;Enchapadores;D-8363.006;Enchapador de superficies mármol;Enchapador de superficies marmol;71.221.007;Enchapador de superficies de mármol;Enchapador de superficies de marmol;71221;Enchapadores;;;;;;;;
8364;Techadores;D-8364.003;Techador en asfalto;Techador en asfalto;71.210.006;Techador de asfalto;Techador de asfalto;71210;Techadores;;;;;;;;
8364;Techadores;D-8364.004;Techador en cañizo;Techador en cañizo;71.210.008;Techador de cañizo;Techador de cañizo;71210;Techadores;;;;;;;;
8364;Techadores;D-8364.005;Techador en chapa galvanizada;Techador en chapa galvanizada;71.210.009;Techador de chapa galvanizada;Techador de chapa galvanizada;71210;Techadores;;;;;;;;
8364;Techadores;D-8364.006;Techador en material sintético;Techador en material sintetico;71.210.011;Techador de material sintético;Techador de material sintetico;71210;Techadores;;;;;;;;
8364;Techadores;D-8364.007;Techador en metal;Techador en metal;71.210.012;Techador de metal;Techador de metal;71210;Techadores;;;;;;;;
8364;Techadores;D-8364.008;Techador en paja;Techador en paja;71.210.013;Techador de paja;Techador de paja;71210;Techadores;;;;;;;;
8364;Techadores;D-8364.009;Techador en pizarra;Techador en pizarra;71.210.014;Techador de pizarra;Techador de pizarra;71210;Techadores;;;;;;;;
8364;Techadores;D-8364.010;Techador en tablas de ripia;Techador en tablas de ripia;71.210.018;Techador de tablas ripia;Techador de tablas ripia;71210;Techadores;;;;;;;;
8364;Techadores;D-8364.011;Techador en tejas;Techador en tejas;71.210.020;Techador de tejas;Techador de tejas;71210;Techadores;;;;;;;;
8364;Techadores;D-8364.012;Techador en tejas metálicas;Techador en tejas metalicas;71.210.021;Techador de tejas metálicas;Techador de tejas metalicas;71210;Techadores;;;;;;;;
8365;Instaladores de Material Aislante;D-8365.010;Instalador de material aislante en calderas y tuberías;Instalador de material aislante en calderas y tuberias;71.240.011;Instalador de material aislante para calderas y tuberías;Instalador de material aislante para calderas y tuberias;71240;Instaladores de material aislante y de insonorización;;;;;;;;
8366;Pintores y Empapeladores;D-8366.003;Instalador de papel colgadura;Instalador de papel colgadura;71.310.005;Instalador de papel de colgadura;Instalador de papel de colgadura;71310;Pintores y empapeladores;;;;;;;;
8366;Pintores y Empapeladores;D-8366.004;Pintor de brocha en construcción;Pintor de brocha en construccion;71.310.006;Pintor de brocha de construcción;Pintor de brocha de construccion;71310;Pintores y empapeladores;;;;;;;;
8366;Pintores y Empapeladores;D-8366.007;Pintor en construcción;Pintor en construccion;71.310.007;Pintor de construcción;Pintor de construccion;71310;Pintores y empapeladores;;;;;;;;
8371;Mecánicos Industriales;D-8371.004;Ajustador de máquina imprenta;Ajustador de maquina imprenta;72.331.003;Ajustador de máquina de imprenta;Ajustador de maquina de imprenta;72331;Mecánicos industriales;;;;;;;;
8371;Mecánicos Industriales;D-8371.006;Ajustador de máquinas minería;Ajustador de maquinas mineria;72.332.004;Ajustador de máquinas de minería;Ajustador de maquinas de mineria;72332;Mecánicos de equipo pesado;;;;;;;;
